Id,SalePrice
1461,116613.25207189111
1462,156658.85534921614
1463,186063.9163024199
1464,191054.76000416122
1465,188649.92870665283
1466,170468.84827213307
1467,175725.1563048704
1468,167242.85882024272
1469,196530.8289164068
1470,123182.7131736003
1471,187814.03526317095
1472,89605.53158734766
1473,99132.96587854942
1474,156418.66930125572
1475,113785.73646008734
1476,395109.20975039474
1477,265067.19993921905
1478,290844.3822759973
1479,278977.0291415758
1480,494987.0158018793
1481,349963.6369004247
1482,201546.7218208362
1483,177716.93600250065
1484,164651.91028500546
1485,184021.2929255701
1486,196726.76160854756
1487,341776.4055681577
1488,245870.30539905597
1489,209511.6284279491
1490,220931.05027786072
1491,194034.44515427496
1492,95271.46035647385
1493,181461.03569244465
1494,294791.4244273078
1495,303286.1151753561
1496,226812.82895516293
1497,191224.75568421494
1498,160998.99453660066
1499,161135.4243787096
1500,155365.93487417736
1501,170572.38886112298
1502,153796.3018293836
1503,294620.7917055104
1504,248800.78476781037
1505,218995.36413526445
1506,191174.18467051044
1507,244503.47389248866
1508,203238.57414428008
1509,154177.17565700298
1510,147841.40755740847
1511,144023.36826491205
1512,173979.3628996168
1513,136610.5070468284
1514,172223.49570141005
1515,203553.23478799532
1516,151945.98712203506
1517,164273.06058408914
1518,144096.79640680488
1519,202935.89617767386
1520,130217.7022809473
1521,133042.80712536396
1522,168380.02658757626
1523,114650.64396618944
1524,124911.25130667051
1525,127559.88045681658
1526,122414.69585351333
1527,121310.95589907558
1528,130802.71661165566
1529,137831.4559824775
1530,177913.04625262902
1531,104185.75032118027
1532,107912.44322531998
1533,143353.0846664863
1534,119298.27711137189
1535,150009.00131848294
1536,106765.41560930457
1537,71337.82790363341
1538,164378.77922778646
1539,203963.52058383048
1540,99732.43986559687
1541,137403.01171630813
1542,127540.52398528032
1543,206937.508623727
1544,86013.28196340281
1545,108945.15288706837
1546,121567.09523075874
1547,128588.68366743768
1548,129420.3439644367
1549,111555.30846101703
1550,129894.40767656651
1551,111956.67966991193
1552,120357.99596532495
1553,142042.93587288074
1554,106492.66042481348
1555,179288.2339535835
1556,101865.17333998752
1557,111617.20982679553
1558,99691.34624696027
1559,86756.8392177397
1560,144186.38163362702
1561,145285.74149350956
1562,126973.22591222703
1563,114109.16132630844
1564,164249.26291939462
1565,139594.6805663003
1566,234009.50741774315
1567,71085.7278693563
1568,214459.54219711
1569,137975.14621629682
1570,136378.6366232847
1571,122896.3225595342
1572,146381.74763570566
1573,256208.63107188063
1574,120960.59552418237
1575,224233.3409672516
1576,230440.36291187975
1577,197179.59625170456
1578,152516.30386731928
1579,153739.42114106036
1580,191960.11053712372
1581,156330.7861632166
1582,133149.02135210423
1583,326288.06109794177
1584,219696.06261227184
1585,141344.66289869422
1586,81516.50604332236
1587,97590.7187181924
1588,147905.95337493846
1589,100202.68950090629
1590,133130.10940190774
1591,93881.84046967918
1592,131015.52477899173
1593,121815.58409750645
1594,150104.81942290778
1595,114184.2932111221
1596,227888.33030593928
1597,179033.2846166648
1598,201058.73699123607
1599,176140.17764596938
1600,167366.9575283288
1601,71506.8634747528
1602,99987.67988322252
1603,89853.18173658487
1604,274746.7921663359
1605,258748.19977554504
1606,179266.69258926457
1607,182171.22890958667
1608,218635.48507065227
1609,203032.71378689358
1610,148338.22931804135
1611,149752.13355223276
1612,174932.55004970418
1613,169405.75995194964
1614,131924.88431638855
1615,95028.89661550795
1616,73872.45409343395
1617,100931.96042358034
1618,126664.05633576565
1619,144061.05410700478
1620,178794.91929575754
1621,139236.35161544778
1622,141885.6106635192
1623,293940.89414062456
1624,208820.4204452727
1625,120423.19606935847
1626,170465.8885927203
1627,182550.25593014184
1628,287010.14227843087
1629,175085.9828774323
1630,393084.43387246126
1631,216388.66943228964
1632,262044.72690355225
1633,167140.89610045464
1634,188436.6658562929
1635,179551.24696722438
1636,159785.09267489015
1637,199122.12525561426
1638,200001.60285450745
1639,187897.93259444024
1640,268045.67847333464
1641,178199.52988393063
1642,232032.56207889415
1643,239596.76098635147
1644,235566.0959360527
1645,204736.63301362743
1646,162405.18961605115
1647,163400.7662840187
1648,129414.66532697639
1649,143727.9097414299
1650,119455.22412782355
1651,126245.4131820067
1652,97857.56811717202
1653,100663.10650486063
1654,138804.2133957211
1655,141924.70357655297
1656,146295.23849911726
1657,146047.13292167996
1658,150696.07352029195
1659,120221.29217132548
1660,159753.637954948
1661,466696.38761972584
1662,427442.71591479186
1663,418154.46396256937
1664,511435.30010105204
1665,328151.8893618899
1666,322709.34950218815
1667,344738.70896541886
1668,356187.2898933301
1669,298395.17186328117
1670,377967.17476356216
1671,246619.48764475528
1672,472557.5747895383
1673,296709.7203896511
1674,252055.45681510016
1675,189703.71492361077
1676,195339.30131537878
1677,215259.6167268383
1678,507818.43531436863
1679,400008.87804030953
1680,370987.8520030529
1681,274994.0560828796
1682,305053.8891260632
1683,183104.09243142421
1684,175985.32420300005
1685,173795.51004392887
1686,176321.20050108293
1687,170550.61208620644
1688,190904.29536320278
1689,189909.67036907727
1690,194450.94516587345
1691,183123.45114412377
1692,276660.2943104489
1693,166172.5697034384
1694,180365.14102238993
1695,165130.36888917696
1696,276747.838109741
1697,171928.7035109133
1698,365895.0812025185
1699,330120.34842033556
1700,243492.7613145392
1701,281048.88251145475
1702,268752.459797459
1703,267541.00024933834
1704,287727.71297862293
1705,219978.540192501
1706,463325.71384349867
1707,220655.2584795621
1708,204741.68012878535
1709,290296.1138853811
1710,216717.28517755802
1711,261610.82288796132
1712,283995.0464407181
1713,256388.0985430607
1714,222044.05355726153
1715,206484.96914926113
1716,180153.61154124356
1717,165178.1227628321
1718,136824.99003382138
1719,207665.28078481398
1720,240531.0398812852
1721,163698.61536941663
1722,131588.63646165433
1723,160379.16985920357
1724,214760.8994361711
1725,242881.17576613376
1726,183938.08138493643
1727,167740.6810329791
1728,177892.69640504356
1729,166092.22140671255
1730,168973.38113359304
1731,111681.5008901901
1732,126554.05198048167
1733,114390.98485325648
1734,122049.00599037384
1735,133741.0790440004
1736,114164.79998151012
1737,355816.70455097855
1738,224704.46542451982
1739,296434.47329493123
1740,222552.72484702975
1741,199344.25007255032
1742,172413.33455233768
1743,173643.54818201915
1744,307632.8194593374
1745,207519.3535527016
1746,223186.12848669462
1747,214026.23972282332
1748,234130.585906995
1749,158673.42600976914
1750,138638.2158188183
1751,242000.94538264713
1752,127486.00774933503
1753,148092.88978157614
1754,199103.5148981678
1755,177368.0396803021
1756,135894.54663580406
1757,119501.67245344596
1758,148719.28087350135
1759,175349.67611781284
1760,162426.62239077772
1761,152848.4048098669
1762,167430.9814412068
1763,173374.27299024555
1764,112865.21756063859
1765,165894.41720867704
1766,178573.22576653742
1767,213080.07750125686
1768,147671.58903620444
1769,173608.73489078291
1770,152619.73891826716
1771,124088.42651266104
1772,134376.0922617512
1773,127529.87074694934
1774,146214.76611120248
1775,137285.0906085032
1776,115649.0237541855
1777,111813.68914061887
1778,145247.42131209775
1779,103728.79227852344
1780,170853.3682960081
1781,132426.09613679873
1782,86635.66266383878
1783,137283.40867910435
1784,106705.28348071131
1785,123489.29688098811
1786,137485.04087708832
1787,166243.97175454328
1788,66629.49235999261
1789,116735.52027341285
1790,74176.47036199542
1791,187710.5640443065
1792,154782.62100039885
1793,135771.18783666828
1794,142942.88119736756
1795,129978.45776472491
1796,123601.93288888082
1797,118296.74286694449
1798,122082.35342274627
1799,112942.03493778792
1800,120135.23667306834
1801,129344.83571527414
1802,130455.26158265179
1803,145277.36110751028
1804,145310.47636504547
1805,141121.5961065332
1806,121782.68802349461
1807,135660.5087391731
1808,123680.58272211236
1809,117017.96466041835
1810,128631.66911855126
1811,94474.9280016571
1812,98149.64321454185
1813,120153.40006812189
1814,92865.73118744648
1815,56727.09601560718
1816,102284.3244699862
1817,107797.32685120717
1818,134059.20737742464
1819,123582.5948581178
1820,62285.96076536727
1821,98910.30905290271
1822,139787.88639473022
1823,43997.905148742604
1824,140059.34127904696
1825,130932.25953132252
1826,95395.54341897857
1827,100459.11553594956
1828,131992.95735412632
1829,120548.31657381795
1830,135673.51505051024
1831,153481.03015635267
1832,94818.9362503926
1833,144889.23832522193
1834,113576.98608521587
1835,124590.5597550903
1836,128827.34103735888
1837,97427.2325533727
1838,120505.45507765142
1839,86347.46918013482
1840,144338.87271153062
1841,153386.8789316471
1842,99693.83913653728
1843,138598.15984349232
1844,132690.40959962955
1845,135891.0940821229
1846,147214.4630128974
1847,161491.66808300948
1848,53080.69752406364
1849,111753.54303154332
1850,118654.59392550905
1851,158976.82438287415
1852,126155.13863315823
1853,138292.24622063438
1854,170271.78375792975
1855,156390.3255323403
1856,226013.30406502337
1857,164713.7478781478
1858,135529.44958213612
1859,122117.93066311284
1860,159364.49492026356
1861,121895.07818385697
1862,301798.29899074475
1863,291929.00848797016
1864,291929.00848797016
1865,364694.25907707005
1866,359818.2922782246
1867,236752.7752893939
1868,292174.3407569674
1869,201502.3406960554
1870,227653.7912227721
1871,247877.88204752092
1872,173608.55776745902
1873,238329.1568739341
1874,154586.72498290357
1875,197545.33299615202
1876,193583.2624922279
1877,205123.72520176746
1878,195608.9712264436
1879,134183.98016822845
1880,142508.87336037983
1881,237984.6729990465
1882,256959.09178121417
1883,190958.16847351633
1884,207403.97965485643
1885,247602.0372566402
1886,301295.285738927
1887,209409.7377583626
1888,273661.28083653585
1889,167195.57760234797
1890,127393.35048550225
1891,126955.41342052599
1892,103422.15804321985
1893,135861.32476320845
1894,133009.31723036774
1895,147587.0184578708
1896,127440.87904635948
1897,113497.75969214832
1898,115753.66865692483
1899,150269.37820409925
1900,144710.60939382663
1901,168001.7516970236
1902,144761.98216816125
1903,220024.89509736205
1904,129900.03683928988
1905,189177.3259252987
1906,179136.39978420926
1907,203162.58518031682
1908,110666.77163217017
1909,139547.15234630185
1910,125537.08990803888
1911,204154.48278429123
1912,304280.43950286164
1913,132667.12484427303
1914,73321.95330573097
1915,308119.91506958473
1916,70093.32432260984
1917,263859.9230092165
1918,140514.32869733428
1919,175572.48234731535
1920,167140.02391027685
1921,430772.78109859984
1922,343966.0243346152
1923,219337.26480036404
1924,233804.95856209815
1925,199161.3055916742
1926,411026.8653140808
1927,142633.96725531825
1928,163856.69648967969
1929,131913.22837403297
1930,128035.0417541559
1931,152186.91245656158
1932,140299.5927579728
1933,180885.56833973152
1934,181014.94357914905
1935,169019.69301263528
1936,186681.8231105363
1937,180025.68388460396
1938,184036.06765722553
1939,263853.50261145213
1940,188988.05043002262
1941,171860.78983094453
1942,186142.36545948352
1943,220425.59031589376
1944,339553.14816354204
1945,389335.8293372722
1946,161628.36084659625
1947,334414.29565888253
1948,174760.40315657138
1949,241058.13568476867
1950,191362.70183541614
1951,262326.10028958943
1952,225042.12433602617
1953,174118.9554852799
1954,202088.75047829107
1955,133629.2518869482
1956,313073.65653736657
1957,161341.44288200338
1958,304158.5423765289
1959,144215.11774459694
1960,119152.93261741407
1961,114610.57933900616
1962,94772.93135616007
1963,102221.58620896254
1964,105463.60501924413
1965,145142.53870496267
1966,137677.69918152713
1967,282414.6984768515
1968,408296.4393027917
1969,403226.50281759806
1970,459303.3708416261
1971,475912.81583379384
1972,388905.593498726
1973,274848.46069418447
1974,304226.9304290736
1975,523696.86192847864
1976,264783.27103620145
1977,360513.17909066397
1978,370535.76352187654
